sequence_id	individual_id	Folder	simple_id	supplier_id	seq_depth	subset	exclude	genus	sex	clade	location	sublocation	undescribed	source	calcua_read_location	seq_source	read_type	calcua_alignment_location_fAstCal1.2	study	study_id
SRR22298150	Pan_onc_bPon052	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298150_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298150_2.fastq.gz		fqz_1_2		Felidhet	
SRR4444360	Pan_onc_bPon309	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR4444360_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR4444360_2.fastq.gz		fqz_1_2		Felidhet	
SRR22298149	Pan_onc_bPon378	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298149_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298149_2.fastq.gz		fqz_1_2		Felidhet	
SRR22298148	Pan_onc_bPon395	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298148_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298148_2.fastq.gz		fqz_1_2		Felidhet	
SRR22298146	Pan_onc_bPon411	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298146_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298146_2.fastq.gz		fqz_1_2		Felidhet	
SRR22298145	Pan_onc_bPon460	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298145_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298145_2.fastq.gz		fqz_1_2		Felidhet	
SRR22298144	Pan_onc_bPon462	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298144_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR22298144_2.fastq.gz		fqz_1_2		Felidhet	
SRR11097154	Pan_onc_DNA512	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR11097154_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR11097154_2.fastq.gz		fqz_1_2		Felidhet	
SRR14572000	Pan_onc_PanOnc_BS21	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR14572000_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR14572000_2.fastq.gz		fqz_1_2		Felidhet	
SRR3042211	Pan_par_AmurLeopard_1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3042211_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3042211_2.fastq.gz		fqz_1_2		Felidhet	
SRR3042212	Pan_par_AmurLeopard_2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3042212_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3042212_2.fastq.gz		fqz_1_2		Felidhet	
ERR5671313	Pan_par_Bhagya	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/ERR5671313_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/ERR5671313_2.fastq.gz		fqz_1_2		Felidhet	
SRR3043979	Pan_par_Maewha	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3043979_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3043979_2.fastq.gz		fqz_1_2		Felidhet	
SRR3041431	Pan_par_Maewha	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3041431_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3041431_2.fastq.gz		fqz_1_2		Felidhet	
ERR5671314	Pan_par_Namibia	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/ERR5671314_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/ERR5671314_2.fastq.gz		fqz_1_2		Felidhet	
ERR5671316	Pan_par_Zambia	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/ERR5671316_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/ERR5671316_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647644	Pan_tig_AMU4	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647644_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647644_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647645	Pan_tig_AMU4	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647645_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647645_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647646	Pan_tig_AMU4	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647646_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647646_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647634	Pan_tig_AMU9	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647634_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647634_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647635	Pan_tig_AMU9	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647635_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647635_2.fastq.gz		fqz_1_2		Felidhet	
SRR15369235	Pan_tig_BEN_CI15	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369235_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369235_2.fastq.gz		fqz_1_2		Felidhet	
SRR15369223	Pan_tig_BEN_CI18	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369223_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369223_2.fastq.gz		fqz_1_2		Felidhet	
SRR13500761	Pan_tig_BEN_CI3	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13500761_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13500761_2.fastq.gz		fqz_1_2		Felidhet	
SRR15369212	Pan_tig_BEN_NE4	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369212_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369212_2.fastq.gz		fqz_1_2		Felidhet	
SRR15369211	Pan_tig_BEN_NW10	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369211_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369211_2.fastq.gz		fqz_1_2		Felidhet	
SRR15369216	Pan_tig_BEN_SU3	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369216_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR15369216_2.fastq.gz		fqz_1_2		Felidhet	
SRR16296779	Pan_tig_Kylo	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR16296779_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR16296779_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647628	Pan_tig_MAL1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647628_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647628_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647630	Pan_tig_MAL1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647630_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647630_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647631	Pan_tig_MAL1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647631_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647631_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647632	Pan_tig_MAL1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647632_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647632_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647633	Pan_tig_MAL1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647633_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647633_2.fastq.gz		fqz_1_2		Felidhet	
SRR13711653	Pan_tig_MAL2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13711653_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13711653_2.fastq.gz		fqz_1_2		Felidhet	
SRR836354	Pan_tig_SeGang	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836354_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836354_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647593	Pan_tig_SUM1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647593_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647593_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647594	Pan_tig_SUM1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647594_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647594_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647595	Pan_tig_SUM1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647595_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647595_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647597	Pan_tig_SUM1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647597_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647597_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647598	Pan_tig_SUM1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647598_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647598_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647586	Pan_tig_SUM2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647586_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647586_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647587	Pan_tig_SUM2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647587_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647587_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647588	Pan_tig_SUM2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647588_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647588_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647589	Pan_tig_SUM2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647589_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647589_2.fastq.gz		fqz_1_2		Felidhet	
SRR13647590	Pan_tig_SUM2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647590_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR13647590_2.fastq.gz		fqz_1_2		Felidhet	
SRR836306	Pan_tig_TaeGeuk	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836306_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836306_2.fastq.gz		fqz_1_2		Felidhet	
SRR836311	Pan_tig_TaeGeuk	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836311_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836311_2.fastq.gz		fqz_1_2		Felidhet	
SRR836315	Pan_tig_TaeGeuk	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836315_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836315_2.fastq.gz		fqz_1_2		Felidhet	
SRR1712667	Pan_tig_HwaRang	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR1712667_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR1712667_2.fastq.gz		fqz_1_2		Felidhet	
SRR12437590	Pan_unc_Kiara_DNA729	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12437590_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12437590_2.fastq.gz		fqz_1_2		Felidhet	
SRR836372	Pan_unc_SnowLeopard	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836372_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR836372_2.fastq.gz		fqz_1_2		Felidhet	
SRR16227515	Pan_unc_SDZ_SL_1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR16227515_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR16227515_2.fastq.gz		fqz_1_2		Felidhet	
SRR6071637	Par_mar_PMA5	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071637_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071637_2.fastq.gz		fqz_1_2		Felidhet	
SRR3042235	Pri_ben_LeopardCat	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3042235_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR3042235_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381822	Pri_ben_Tuo	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381822_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381822_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381823	Pri_ben_Tuo	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381823_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381823_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381824	Pri_ben_Tuo	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381824_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381824_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381825	Pri_ben_Tuo	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381825_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381825_2.fastq.gz		fqz_1_2		Felidhet	
SRR6071639	Pri_pla_IPL6	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071639_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071639_2.fastq.gz		fqz_1_2		Felidhet	
SRR6071640	Pri_rub_PRU1	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071640_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071640_2.fastq.gz		fqz_1_2		Felidhet	
SRR16086860	Pri_viv_DNA430	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR16086860_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR16086860_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381567	Pri_viv_PVI_139	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381567_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381567_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381568	Pri_viv_PVI_139	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381568_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381568_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381569	Pri_viv_PVI_139	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381569_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381569_2.fastq.gz		fqz_1_2		Felidhet	
SRR12381570	Pri_viv_PVI_139	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381570_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR12381570_2.fastq.gz		fqz_1_2		Felidhet	
SRR6071638	Pri_viv_PVI2	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071638_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR6071638_2.fastq.gz		fqz_1_2		Felidhet	
SRR7639695	Pum_con_BR338_1015	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7639695_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7639695_2.fastq.gz		fqz_1_2		Felidhet	
SRR7639696	Pum_con_BR338_1015	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7639696_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7639696_2.fastq.gz		fqz_1_2		Felidhet	
SRR7664677	Pum_con_CYP47_1013	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7664677_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7664677_2.fastq.gz		fqz_1_2		Felidhet	
SRR7664678	Pum_con_CYP47_1013	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7664678_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7664678_2.fastq.gz		fqz_1_2		Felidhet	
SRR7660678	Pum_con_EVG21_1028	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7660678_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7660678_2.fastq.gz		fqz_1_2		Felidhet	
SRR7660679	Pum_con_EVG21_1028	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7660679_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7660679_2.fastq.gz		fqz_1_2		Felidhet	
SRR7956993	Pum_con_FL51_CYP51_1014	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7956993_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7956993_2.fastq.gz		fqz_1_2		Felidhet	
SRR7956994	Pum_con_FL51_CYP51_1014	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7956994_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7956994_2.fastq.gz		fqz_1_2		Felidhet	
SRR7148346	Pum_con_SC36_Marlon	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148346_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148346_2.fastq.gz		fqz_1_2		Felidhet	
SRR7148347	Pum_con_SC36_Marlon	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148347_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148347_2.fastq.gz		fqz_1_2		Felidhet	
SRR7148348	Pum_con_SC36_Marlon	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148348_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148348_2.fastq.gz		fqz_1_2		Felidhet	
SRR7148349	Pum_con_SC36_Marlon	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148349_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148349_2.fastq.gz		fqz_1_2		Felidhet	
SRR7148350	Pum_con_SC36_Marlon	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148350_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148350_2.fastq.gz		fqz_1_2		Felidhet	
SRR7148351	Pum_con_SC36_Marlon	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148351_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7148351_2.fastq.gz		fqz_1_2		Felidhet	
SRR7661934	Pum_con_SMM12_1020	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7661934_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7661934_2.fastq.gz		fqz_1_2		Felidhet	
SRR7661935	Pum_con_SMM12_1020	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7661935_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7661935_2.fastq.gz		fqz_1_2		Felidhet	
SRR7690239	Pum_con_SMM13_1005	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7690239_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7690239_2.fastq.gz		fqz_1_2		Felidhet	
SRR7690240	Pum_con_SMM13_1005	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7690240_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7690240_2.fastq.gz		fqz_1_2		Felidhet	
SRR7610940	Pum_con_YNP198	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7610940_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7610940_2.fastq.gz		fqz_1_2		Felidhet	
SRR7610941	Pum_con_YNP198	fastq													/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7610941_1.fastq.gz,/scratch/antwerpen/grp/asvardal/projects/felids/data/fastq/SRR7610941_2.fastq.gz		fqz_1_2		Felidhet	
